entity,item,entity_type,context
Dragon School,Witch Cloak,ORG,"Cloak of the rogue witch Beatrice. Almost all magic users that employ catalysts
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of he..."
Dragon School,Witch Gloves,ORG,"Gloves of the rogue witch Beatrice. Almost all magic users that employ catalysts
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of h..."
Dragon School,Witch Skirt,ORG,"Skirt of the rogue witch Beatrice. Almost all magic users that employ catalysts
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of he..."
Forest Hunter,Cat Covenant Ring,PERSON,"Ring granted to those bound by the
Forest Hunter covenant.
Answer Alvina's summoning. The white cat Alvina speaks a human tongue
and has lived since the early Age of Fire.
Alvina was a trusted friend ..."
Catarina,Blue Tearstone Ring,NORP,"The rare gem called tearstone has the
uncanny ability to sense imminent death. This blue tearstone from Catarina boosts
the defence of its wearer when in danger."
Sun,Sunlight Medal,ORG,"This faintly warm medal engraved with the
symbol of the Sun, is the ultimate honor,
awarded to those who summon the Warrior
of Sunlight and complete a goal. The symbol represents Lord Gwyn's firstborn..."
Sun,Armor of the Sun,ORG,"Armor of Solaire of Astora, Knight of
Sunlight. The large holy symbol of the Sun,
while powerless, was painted by Solaire himself. Solaire's incredible prowess must have
come from rigorous training al..."
Chaos,Soul of Quelaag,PRODUCT,"Soul of Quelaag, once daughter of the Witch of Izalith, but now a chaos demon. Special beings have special souls, and Quelaag's soul contains all aspects of Chaos.
Use it to acquire a huge amount of s..."
the Gaping Dragon,Blighttown Key,LOC,"Key to Blighttown from the Depths of the
Undead Burg. Swallowed by the Gaping Dragon. As its name suggests, Blighttown is a place
of great pestilence. Even the polluted
inhabitants of the Depths are a..."
Ariamis,Soul of Priscilla,ORG,"Soul of Priscilla the Crossbreed,
trapped inside the painted world of Ariamis. Special beings have special souls.
Use the soul of this crossbreed bastard
child and antithesis to all life to acquire
a ..."
Arrow,Standard Arrow,PERSON,"Standard Arrow.
Arrow must be equipped to be fired."
Arrow,Moonlight Arrow,PERSON,"Arrow granted to those bound by Covenant to the Dark Sun Gwyndolin, Lord Gwyn's lastborn.
Moonlight Arrows glow silver, and inflict magic damage."
Heavier,Large Arrow,PERSON,"Large Arrow.
Heavier arrows cause more damage,
but have a shorter range."
Moonlight Arrows,Moonlight Arrow,PERSON,"Arrow granted to those bound by Covenant to the Dark Sun Gwyndolin, Lord Gwyn's lastborn.
Moonlight Arrows glow silver, and inflict magic damage."
Dragonslayer,Dragonslayer Arrow,PERSON,"Giant dragon-hunting arrows, resembling iron spears.
Used by Hawkeye Gough and his Dragonslayer, they puncture human flesh easily.
Dragonslayer Arrows can only be used with the Dragonslayer Greatbow, ..."
Dragonslayer,Leo Ring,PERSON,"One of the special rings granted to the four
knights of Gwyn. The Leo Ring belonged to
Ornstein the Dragonslayer. This ring strengthens counters with pierce
weapons. His lugged spear is said
to have s..."
Dragonslayer Arrows,Dragonslayer Arrow,PERSON,"Giant dragon-hunting arrows, resembling iron spears.
Used by Hawkeye Gough and his Dragonslayer, they puncture human flesh easily.
Dragonslayer Arrows can only be used with the Dragonslayer Greatbow, ..."
Dragonslayer Greatbow,Dragonslayer Arrow,PERSON,"Giant dragon-hunting arrows, resembling iron spears.
Used by Hawkeye Gough and his Dragonslayer, they puncture human flesh easily.
Dragonslayer Arrows can only be used with the Dragonslayer Greatbow, ..."
Requires Greatbow,Gough's Great Arrow,PERSON,"Great arrow used by Hawkeye Gough,
one of Lord Gwyn's Four Knights,
for dragon slaying. Requires Greatbow. Gough personally crafts each stone tip,
and wraps the shaft tightly with tree bark."
Equip,Standard Bolt,GPE,"Standard crossbow bolt.
Used mainly with the Light Crossbow. Equip crossbow with a bolt to fire."
Rest,Armor Smithbox,PERSON,"Tool used to etch titanite into armor for reinforcement.
Rest at a bonfire to make armor reinforcement possible."
Rest,Repairbox,PERSON,"Specialized mortar1 used to repair weapons and armor by grinding repair powder.
Rest at a bonfire to make weapon and armor repair possible. Repair powder is fragile and cannot be taken along."
Rest,Weapon Smithbox,PERSON,"Tools used to etch titanite
into weapons for reinforcement. Rest at a bonfire to make
weapon reinforcement possible."
Firelink Altar,Lordvessel,ORG,"Lordvessel bestowed upon the chosen Undead who is destined to succeed Lord Gwyn.
The chosen Undead is granted the art of warping between bonfires.
To open the final door, place this vessel on the Fire..."
Estus,Rite of Kindling,ORG,"This secret rite allows bonfires to be
bolstered further with Kindling,
so that even more Estus can be collected. Kindling was a sacred rite passed down among clerics,
but all Undead can imitate the p..."
Estus,Estus Flask,ORG,"The Undead treasure these dull green flasks.
Fill with Estus at bonfire. Fills HP."
Estus,Fire Keeper Soul,ORG,"Soul of a long-lost Fire Keeper. Each Fire Keeper is a corporeal manifestation
of her bonfire, and a draw for the humanity
which is offered to her. Her soul is gnawed
by infinite humanity, and can boo..."
Estus,Fire Keeper Soul,ORG,"Soul of a long-lost Fire Keeper. Each Fire Keeper is a corporeal manifestation
of her bonfire, and a draw for the humanity
which is offered to her. Her soul is gnawed
by infinite humanity, and can boo..."
Estus,Lloyd's Talisman,ORG,"Talisman utilized by Allfather Lloyd's
cleric knights to hunt down the Undead. Blocks Estus recovery within a limited area. In the outside world, the Undead are
accursed creatures, and Lloyd's cleric ..."
Medicinal,Bloodred Moss Clump,ORG,"Medicinal red moss clump.
Reduces bleeding build-up. Bleeding builds up when attacked by sharp
blades or spikes, and once triggered causes
severe damage. Use this moss clump before
it reaches this poi..."
Poison,Purple Moss Clump,ORG,"Medicinal purple moss clump.
Reduces poison build-up. Cures poison. Poison builds up in the body, and when it
breaks out, it causes gradual damage over
a period of time.
Poison can be exasperating, so..."
Poison,Purple Moss Clump,ORG,"Medicinal purple moss clump.
Reduces poison build-up. Cures poison. Poison builds up in the body, and when it
breaks out, it causes gradual damage over
a period of time.
Poison can be exasperating, so..."
Goddess Gwynevere,Divine Blessing,ORG,"Holy water from Goddess Gwynevere.
Fully restores HP and undo irregularities. The Goddess of Sunlight, Gwynevere, daughter of
the great Lord of Sunlight Gwyn, is cherished
by all as the symbol of boun..."
The Goddess of Sunlight,Divine Blessing,ORG,"Holy water from Goddess Gwynevere.
Fully restores HP and undo irregularities. The Goddess of Sunlight, Gwynevere, daughter of
the great Lord of Sunlight Gwyn, is cherished
by all as the symbol of boun..."
the Flame of Chaos,Egg Vermifuge,WORK_OF_ART,"Bitter, sour chestnut.
Removes parasitic egg from body. The egg-bearers have chosen to serve the
Flame of Chaos, and the eggs symbolize this
selfless choice. Naturally, these chestnuts are forbidden, ..."
Arstor,Purging Stone,GPE,"Ash-colored stone encasing a skull.
Secret treasure of Arstor, the Earl of Carim.
Reduces curse build-up and breaks curse. Humans are helpless against curses,
and can only redirect their influence.
Th..."
Arstor,Bloodbite Ring,PERSON,"One of the infamous bite rings commissioned by Sir Arstor of Carim. Despite the dreadful rumors surrounding its creation, this ring is an unmistakable
asset, in its ability to help prevent bleeding."
Arstor,Cursebite Ring,PERSON,"One of the infamous bite rings
commissioned by Sir Arstor of Carim. Despite the dreadful rumors surrounding its
creation, this ring is an unmistakable asset,
in its ability to help prevent curses."
Arstor,Poisonbite Ring,PERSON,"One of the infamous bite rings commissioned by Sir Arstor of Carim. Despite the dreadful rumors surrounding its creation, this ring
is an unmistakable asset, in its ability to help prevent poison."
the Earl of Carim,Purging Stone,PERSON,"Ash-colored stone encasing a skull.
Secret treasure of Arstor, the Earl of Carim.
Reduces curse build-up and breaks curse. Humans are helpless against curses,
and can only redirect their influence.
Th..."
The Purging Stone,Purging Stone,ORG,"Ash-colored stone encasing a skull.
Secret treasure of Arstor, the Earl of Carim.
Reduces curse build-up and breaks curse. Humans are helpless against curses,
and can only redirect their influence.
Th..."
Explodes,Black Firebomb,PERSON,"Black bisque urn filled with black powder.
Explodes, inflicting fire damage. Powerful ranged weapon, especially
in situations calling for fire damage.
A very precious item at low levels. Black Firebom..."
Fire Keeper,Fire Keeper Soul,PERSON,"Soul of a long-lost Fire Keeper. Each Fire Keeper is a corporeal manifestation
of her bonfire, and a draw for the humanity
which is offered to her. Her soul is gnawed
by infinite humanity, and can boo..."
Fire Keeper,Fire Keeper Soul,PERSON,"Soul of a long-lost Fire Keeper. Each Fire Keeper is a corporeal manifestation
of her bonfire, and a draw for the humanity
which is offered to her. Her soul is gnawed
by infinite humanity, and can boo..."
Fire Keeper,Fire Keeper Soul,PERSON,"Soul of a long-lost Fire Keeper. Each Fire Keeper is a corporeal manifestation
of her bonfire, and a draw for the humanity
which is offered to her. Her soul is gnawed
by infinite humanity, and can boo..."
Fire Keeper,Fire Keeper Soul,PERSON,"Soul of a long-lost Fire Keeper. Each Fire Keeper is a corporeal manifestation
of her bonfire, and a draw for the humanity
which is offered to her. Her soul is gnawed
by infinite humanity, and can boo..."
Fire Keeper,Fire Keeper Soul,PERSON,"Soul of a long-lost Fire Keeper. Each Fire Keeper is a corporeal manifestation
of her bonfire, and a draw for the humanity
which is offered to her. Her soul is gnawed
by infinite humanity, and can boo..."
Fire Keeper,Black Eye Orb,PERSON,"Mystical orb found on a Keeper's corpse. Invade the world of the murderer of a
Fire Keeper, to defeat the perpetrator and
reclaim the soul of the Fire Keeper. The Black Eye keeps constant watch on the..."
Fire Keeper,Brass Helm,PERSON,"Helm of the Darkmoon Knightess,
Fire Keeper of Anor Londo. After becoming Undead, she visited the Dark
Sun Gwyndolin at the Mausoleum of the Spiral
Depths, became a Blade of Darkmoon,
and assumed the ..."
Fire Keeper,Brass Armor,PERSON,"Armor of the Darkmoon Knightess,
Fire Keeper of Anor Londo. After becoming Undead, she visited the Dark
Sun Gwyndolin at the Mausoleum of the Spiral
Depths, became a Blade of Darkmoon,
and assumed the..."
Fire Keeper,Brass Gauntlets,PERSON,"Gauntlets of the Darkmoon Knightess,
Fire Keeper of Anor Londo. After becoming Undead, she visited the Dark
Sun Gwyndolin at the Mausoleum of the Spiral
Depths, became a Blade of Darkmoon,
and assumed..."
Fire Keeper,Brass Leggings,PERSON,"Leggings of the Darkmoon Knightess,
Fire Keeper of Anor Londo. After becoming Undead, she visited the Dark
Sun Gwyndolin at the Mausoleum of the Spiral
Depths, became a Blade of Darkmoon,
and assumed ..."
Estus Flasks,Fire Keeper Soul,ORG,"Soul of a long-lost Fire Keeper. Each Fire Keeper is a corporeal manifestation
of her bonfire, and a draw for the humanity
which is offered to her. Her soul is gnawed
by infinite humanity, and can boo..."
Fire Keeper,Fire Keeper Soul,PERSON,"Soul of a long-lost Fire Keeper. Each Fire Keeper is a corporeal manifestation
of her bonfire, and a draw for the humanity
which is offered to her. Her soul is gnawed
by infinite humanity, and can boo..."
Fire Keeper,Fire Keeper Soul,PERSON,"Soul of a long-lost Fire Keeper. Each Fire Keeper is a corporeal manifestation
of her bonfire, and a draw for the humanity
which is offered to her. Her soul is gnawed
by infinite humanity, and can boo..."
Fire Keeper,Fire Keeper Soul,PERSON,"Soul of a long-lost Fire Keeper. Each Fire Keeper is a corporeal manifestation
of her bonfire, and a draw for the humanity
which is offered to her. Her soul is gnawed
by infinite humanity, and can boo..."
Domain,Fire Keeper Soul,GPE,"Soul of a long-lost Fire Keeper. Each Fire Keeper is a corporeal manifestation
of her bonfire, and a draw for the humanity
which is offered to her. Her soul is gnawed
by infinite humanity, and can boo..."
Moonlight Butterfly,Soul of the Moonlight Butterfly,PERSON,"Soul of the mystical Moonlight Butterfly,
which flitters in the Darkroot Garden. Special beings have special souls.
The butterfly's soul is a creation of
Seath the Scaleless. Use to acquire a huge amo..."
Ornstein,Soul of Ornstein,ORG,"Soul of Ornstein, Dragonslayer Knight who guards the cathedral in the forsaken city of Anor Londo. Special beings have special souls. Lord Gwyn granted this soul to his four most trusted knights. Use ..."
Ornstein,Leo Ring,PERSON,"One of the special rings granted to the four
knights of Gwyn. The Leo Ring belonged to
Ornstein the Dragonslayer. This ring strengthens counters with pierce
weapons. His lugged spear is said
to have s..."
Ornstein,Ornstein`s Helm,PERSON,"Helm of the dragonslayer Ornstein, who
guards the cathedral in the forsaken city of
Anor Londo. Ornstein is believed to be the captain of the
Four Knights. His golden lion helm is imbued
with the powe..."
Ornstein,Ornstein`s Helm,PERSON,"Helm of the dragonslayer Ornstein, who
guards the cathedral in the forsaken city of
Anor Londo. Ornstein is believed to be the captain of the
Four Knights. His golden lion helm is imbued
with the powe..."
Ornstein,Ornstein`s Armor,PERSON,"Armor of the dragonslayer Ornstein, who
guards the cathedral in the forsaken city of
Anor Londo. Ornstein is believed to be the captain of the
Four Knights. His golden lion armor is imbued
with the po..."
Ornstein,Ornstein`s Armor,PERSON,"Armor of the dragonslayer Ornstein, who
guards the cathedral in the forsaken city of
Anor Londo. Ornstein is believed to be the captain of the
Four Knights. His golden lion armor is imbued
with the po..."
Ornstein,Ornstein`s Gauntlets,PERSON,"Gauntlets of the dragonslayer Ornstein, who
guards the cathedral in the forsaken city of
Anor Londo. Ornstein is believed to be the captain of the
Four Knights. His golden lion gauntlets are
imbued wi..."
Ornstein,Ornstein`s Gauntlets,PERSON,"Gauntlets of the dragonslayer Ornstein, who
guards the cathedral in the forsaken city of
Anor Londo. Ornstein is believed to be the captain of the
Four Knights. His golden lion gauntlets are
imbued wi..."
Ornstein,Ornstein`s Leggings,PERSON,"Leggings of the dragonslayer Ornstein, who
guards the cathedral in the forsaken city of
Anor Londo. Ornstein is believed to be the captain of the
Four Knights. His golden lion leggings are
imbued with..."
Ornstein,Ornstein`s Leggings,PERSON,"Leggings of the dragonslayer Ornstein, who
guards the cathedral in the forsaken city of
Anor Londo. Ornstein is believed to be the captain of the
Four Knights. His golden lion leggings are
imbued with..."
Dragonslayer Knight,Soul of Ornstein,PERSON,"Soul of Ornstein, Dragonslayer Knight who guards the cathedral in the forsaken city of Anor Londo. Special beings have special souls. Lord Gwyn granted this soul to his four most trusted knights. Use ..."
Priscilla the Crossbreed,Soul of Priscilla,WORK_OF_ART,"Soul of Priscilla the Crossbreed,
trapped inside the painted world of Ariamis. Special beings have special souls.
Use the soul of this crossbreed bastard
child and antithesis to all life to acquire
a ..."
Guardian,Guardian Soul,ORG,"Soul of the white winged lion sanctuary watchkeeper,
who dreaded the spread of the Abyss. The Guardian exhibited traits of several
animals other than lions, suggesting that
it was no ordinary beast, b..."
Demons,Guardian Soul,ORG,"Soul of the white winged lion sanctuary watchkeeper,
who dreaded the spread of the Abyss. The Guardian exhibited traits of several
animals other than lions, suggesting that
it was no ordinary beast, b..."
Wolf,Soul of Sif,PERSON,"Soul of Sif the Great Grey Wolf, who guards the grave of Artorias the Abysswalker. Special beings have special souls.
Use the soul of Sif, who inherited the divine knightsword, to acquire a huge amoun..."
Sif,Soul of Sif,PERSON,"Soul of Sif the Great Grey Wolf, who guards the grave of Artorias the Abysswalker. Special beings have special souls.
Use the soul of Sif, who inherited the divine knightsword, to acquire a huge amoun..."
Ancient Manus,Soul of Manus,ORG,"Soul of Manus, Father of the Abyss.
This extraordinary soul is a viscous,
lukewarm lump of gentle humanity. Ancient Manus was clearly once human.
But he became the Father of the Abyss
after his humani..."
Cinder,"Soul of Gwyn, Lord of Cinder",PERSON,"Soul of Gwyn, the Lord of Sunlight
and Cinder, who linked the First Flame. Lord Gwyn bequeathed most of his power to the
Gods, and burned as cinder for the First
Flame, but even so, Lord Gwyn's soul
i..."
Cinder,Crown of the Great Lord,PERSON,"Crown of Gwyn, Lord of Cinder, who linked
the First Flame. Lord Gwyn, bearer of the ultimate soul,
divided that power among his great clan before
linking the flame. But he did keep his crown,
perhaps ..."
Cinder,Robe of the Great Lord,PERSON,"Robe of Gwyn, Lord of Cinder, who linked
the First Flame. Lord Gwyn, bearer of the ultimate soul,
divided that power among his clan before
linking the flame. When he departed, he
left only with his gr..."
Cinder,Bracelet of the Great Lord,PERSON,"Bracelet of Gwyn, Lord of Cinder, who linked
the First Flame. Lord Gwyn, bearer of the ultimate soul,
divided that power among his clan before
linking the flame. When he departed, he
left only with hi..."
Cinder,Anklet of the Great Lord,PERSON,"Anklet of Gwyn, Lord of Cinder, who linked
the First Flame. Lord Gwyn, bearer of the ultimate soul,
divided that power among his clan before
linking the flame. When he departed, he
left only with his ..."
Old Man McLoyf,Copper Coin,WORK_OF_ART,"Coin made of copper. Its face shows
Old Man McLoyf, god of medicine and drink. Even coins of great value in the world of
men have little value in Lordran, where the
accepted currency is souls. Those w..."
Lordran,Copper Coin,GPE,"Coin made of copper. Its face shows
Old Man McLoyf, god of medicine and drink. Even coins of great value in the world of
men have little value in Lordran, where the
accepted currency is souls. Those w..."
Lordran,Gold Coin,GPE,"Coin made of gold, with Allfather Lloyd
and his white halo shown on its face. Even coins of great value in the world of
men have little value in Lordran, where the
accepted currency is souls. Those wh..."
Lordran,Silver Coin,GPE,"Coin made of silver, with a portrait of the
legendary Knight King Rendal on its face. Even coins of great value in the world of
men have little value in Lordran, where the
accepted currency is souls. ..."
Lordran,Undead Asylum F2 West Key,GPE,"Key to the iron bars on the west side of the
second floor of the North Undead Asylum. The Undead Asylum is a giant Undead prison,
segmented by countless iron bars. But even if a hero found a key in Lo..."
Lordran,Orange Guidance Soapstone,GPE,"Online play item.
Write/view/rate message. Messages transmit to other worlds, where they
are rated. Also, rate messages of others. In Lordran, the flow of time is distorted,
and messages allow Undead ..."
Lordran,White Sign Soapstone,GPE,"Online play item.
Leave summon sign. Be summoned to another world as a phantom
through your sign, and defeat the area boss
to acquire humanity.
(Hollows cannot conduct summons) In Lordran, the flow of..."
Lordran,Black Knight Helm,GPE,"Helm of the Black Knights who haunt Lordran. The knights followed Lord Gwyn when he
departed to link the flame, but they
were burned to ashes in newly kindled
fire, wandering the world as disembodied
..."
Lordran,Paladin Helm,GPE,"Helm of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lordra..."
Lordran,Priest`s Hat,GPE,"Distinctive hat worn only by Way of White
priests in Thorolund. It is simply meant to show their position
within the hierarchy. It holds almost no
meaning in the land of Lordran."
Lordran,Steel Helm,GPE,"Helm of the Knights of Berenike, known for
their heavy armaments and armor. Countless Knights of Berenike, once
extolled as the mightiest of mighty, became
Undead and ventured to Lordran. But their
jo..."
Lordran,Black Knight Armor,GPE,"Armor of the Black Knight who haunt Lordran. The knights followed Lord Gwyn when he
departed to link the flame, but they
were burned to ashes in newly kindled
fire, wandering the world as disembodied
..."
Lordran,Paladin Armor,GPE,"Armor of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lordr..."
Lordran,Steel Armor,GPE,"Armor of the Knights of Berenike, known for
their heavy armaments and armor. Countless Knights of Berenike, once
extolled as the mightiest of mighty, became
Undead and ventured to Lordran. But their
j..."
Lordran,Black Knight Gauntlets,GPE,"Gauntlets of the Black Knights who haunt
Lordran. The knights pursued Lord Gwyn when he
departed to link the flame, but they
were burned to ashes in newly kindled
fire, wandering the world as disembod..."
Lordran,Paladin Gauntlets,GPE,"Gauntlets of Leeroy, Paladin of the
Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for L..."
Lordran,Steel Gauntlets,GPE,"Gauntlets of the Knights of Berenike, known
for their heavy armaments and armor Countless Knights of Berenike, once
extolled as the mightiest of mighty, became
Undead and ventured to Lordran. But thei..."
Lordran,Black Knight Leggings,GPE,"Leggings of the Black Knights who haunt
Lordran. The knights followed Lord Gwyn when he
departed to link the flame, but they
were burned to ashes in newly kindled
fire, wandering the world as disembod..."
Lordran,Paladin Leggings,GPE,"Leggings of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lo..."
Lordran,Steel Leggings,GPE,"Leggings of the Knights of Berenike, known
for their heavy armaments and armor Countless Knights of Berenike, once
extolled as the mightiest of mighty, became
Undead and ventured to Lordran. But their..."
The Cracked Red Eye Orb,Cracked Red Eye Orb,ORG,"Online play item.
Invade another world.
(Hollows cannot use the item) Defeat the master of the world you have
invaded to acquire humanity. The Cracked Red Eye Orb allows players to
temporarily imitate..."
The Cracked Red Eye Orb,Cracked Red Eye Orb,ORG,"Online play item.
Invade another world.
(Hollows cannot use the item) Defeat the master of the world you have
invaded to acquire humanity. The Cracked Red Eye Orb allows players to
temporarily imitate..."
Allfather Lloyd,Gold Coin,PERSON,"Coin made of gold, with Allfather Lloyd
and his white halo shown on its face. Even coins of great value in the world of
men have little value in Lordran, where the
accepted currency is souls. Those wh..."
Allfather Lloyd,White Seance Ring,PERSON,"A divine ring entrusted to the head bishop
of the Way of White and apostle to
Allfather Lloyd, uncle to Lord Gwyn.
It grants additional attunement slots. The head bishop of the Way of White is the
gua..."
Talisman,Lloyd's Talisman,ORG,"Talisman utilized by Allfather Lloyd's
cleric knights to hunt down the Undead. Blocks Estus recovery within a limited area. In the outside world, the Undead are
accursed creatures, and Lloyd's cleric ..."
Allfather Lloyd,Lloyd's Talisman,PERSON,"Talisman utilized by Allfather Lloyd's
cleric knights to hunt down the Undead. Blocks Estus recovery within a limited area. In the outside world, the Undead are
accursed creatures, and Lloyd's cleric ..."
Lloyd's,Lloyd's Talisman,ORG,"Talisman utilized by Allfather Lloyd's
cleric knights to hunt down the Undead. Blocks Estus recovery within a limited area. In the outside world, the Undead are
accursed creatures, and Lloyd's cleric ..."
Knight King Rendal,Silver Coin,PERSON,"Coin made of silver, with a portrait of the
legendary Knight King Rendal on its face. Even coins of great value in the world of
men have little value in Lordran, where the
accepted currency is souls. ..."
Temporary,Transient Curse,ORG,"Limb of the victim of a curse.
Temporary curse allows engagement with ghosts. The only way to fight back against ghosts,
who are cursed beings, is to become cursed
oneself. The safest method, however ..."
Painted World,Annex Key,ORG,"Key to the annex in the
Painted World of Ariamis. In the wintery painted world,
there is a structure resembling an
old cathedral; its annex serves
as a type of storehouse."
Archives Tower,Archive Tower Giant Cell Key,PERSON,"Key to the giant cell below the Duke's Archives Tower.
The giant cell once imprisoned countless maidens, but is now empty, save for a few key persons. They struggle to uphold their sanity, as the hord..."
Extra,Archive Prison Extra Key,NORP,"Extra key to a cell in the Duke's Archive Tower.
Perhaps the serpent men were careless, for there are several keys scattered about which fit Archive Tower cells."
Archives Tower,Archive Prison Extra Key,ORG,"Extra key to a cell in the Duke's Archive Tower.
Perhaps the serpent men were careless, for there are several keys scattered about which fit Archive Tower cells."
Undead Burg,Basement Key,PERSON,"Opens the narrow passage leading below
at the far face of the great bridge in
the Undead Burg. The lower Undead Burg is a treacherous place.
Do not turn your back on the wily thieves, or
the wild dogs..."
Undead Burg,Key to the Depths,PERSON,"Key opening the door from the lower
Undead Burg to the Depths. Those banished from the Undead Burg eke out
their existence in the Depths, a damp lair
with no trace of sunlight. Nearly half of
the Dept..."
Bent Crest Key,Crest Key,PERSON,"Bent Crest Key.
The grooves of the crest are enchanted,
the door sealed with a powerful spell."
the North Undead Asylum,Dungeon Cell Key,WORK_OF_ART,"Key to the dungeon of the Undead Asylum to
the North. A mysterious knight, without saying a word,
shoved a corpse down into the cell, and on
its person was this key. Who was this knight?
And was was h..."
North,Dungeon Cell Key,LOC,"Key to the dungeon of the Undead Asylum to
the North. A mysterious knight, without saying a word,
shoved a corpse down into the cell, and on
its person was this key. Who was this knight?
And was was h..."
Drake Valley,Key to New Londo Ruins,LOC,"Key to the iron bars separating the ruins of
New Londo and Drake Valley. The ruins of New Londo were blocked off,
for the cursed ghosts posed danger to life
and spirit, and the legends speak of a
terr..."
Sealers,Key to the Seal,PRODUCT,"Key to the floodgates of New Londo, which seal away the Four Kings who fell to Dark. The Sealers flooded New Londo to banish the Darkwraiths and the Four Kings. The agonizing decision was made with th..."
Sealers,Crimson Robe,PRODUCT,"Robe of the sorcerers who flooded
New Londo to seal away the Dark wraiths,
and the Four Kings who descended into Dark. The Sealers were once known as healers,
and the bright crimson was a symbol of th..."
Sealers,Crimson Gloves,PRODUCT,"Gloves of the sorcerers who flooded
New Londo to seal away the Dark wraiths,
and the Four Kings who descended into Dark. The Sealers were once known as healers, and
the bright crimson was a symbol of ..."
Sealers,Crimson Waistcloth,PRODUCT,"Waistcloth of the sorcerers who flooded
New Londo to seal away the Darkwraiths,
and the Four Kings who descended into Dark. The Sealers were once known as healers, and
the bright crimson was a symbol ..."
Burg,Residence Key,PERSON,"Key to a residence in the Undead Burg.
Simple, sturdy design of the locks in
the Burg keep out unwanted visitors. But this is a standard key in these parts,
and will open several residences."
the North Undead Asylum,Undead Asylum F2 East Key,ORG,"Key to the iron bars on the east side of the
second floor of the North Undead Asylum. The Undead Asylum is a giant Undead prison,
segmented by countless iron bars. Even if an Undead were to escape fro..."
the North Undead Asylum,Undead Asylum F2 West Key,ORG,"Key to the iron bars on the west side of the
second floor of the North Undead Asylum. The Undead Asylum is a giant Undead prison,
segmented by countless iron bars. But even if a hero found a key in Lo..."
the North Undead Asylum,Undead Asylum F2 East Key,WORK_OF_ART,"Key to the iron bars on the east side of the
second floor of the North Undead Asylum. The Undead Asylum is a giant Undead prison,
segmented by countless iron bars. Even if an Undead were to escape fro..."
the North Undead Asylum,Undead Asylum F2 West Key,WORK_OF_ART,"Key to the iron bars on the west side of the
second floor of the North Undead Asylum. The Undead Asylum is a giant Undead prison,
segmented by countless iron bars. But even if a hero found a key in Lo..."
Quit Battle of Stoicism,Purple Coward's Crystal,PERSON,"Online play item.
Quit Battle of Stoicism.
(Session ends if host leaves) Victory in this battle once led to ancient
Anor Londo, but even in the absence
of it's overseer, capitulation is a disgrace.
In..."
The Red Soapstone,Red Sign Soapstone,ORG,"Online play item.
Leaves invasion sign.
(Hollows cannot use the item) Be summoned to another world as a dark
spirit, and defeat the summoner to acquire
humanity.
Certain Darkwraiths resist their desce..."
Black Eye,Black Eye Orb,ORG,"Mystical orb found on a Keeper's corpse. Invade the world of the murderer of a
Fire Keeper, to defeat the perpetrator and
reclaim the soul of the Fire Keeper. The Black Eye keeps constant watch on the..."
Dragon Scale,Dragon Eye,ORG,"Online play item.
Find a player who has acquired a Dragon Scale
and invade that player's world to pillage it.
(Only Covenanter can use the item). An art of the transcendent apostles who pray
to the an..."
Stone,Dragon Head Stone,ORG,"Stone imbued with the power of the dragons.
Rite of apostles of the ancient dragons.
Gain head of dragon. Emit dragon breath. The dragon apostles seek transcendence of
life itself, attainable by trans..."
Stone,Dragon Torso Stone,ORG,"Stone imbued with the power of the dragons.
Rite of apostles of the ancient dragons.
Gain torso of dragon. Roar like a dragon. The dragon apostles seek transcendence of
life itself, attainable by tran..."
Roar,Dragon Torso Stone,PERSON,"Stone imbued with the power of the dragons.
Rite of apostles of the ancient dragons.
Gain torso of dragon. Roar like a dragon. The dragon apostles seek transcendence of
life itself, attainable by tran..."
Eyes of Death,Eye of Death,ORG,"Online play item.
Lure phantoms from other worlds.
(Only Covenanter can use the item while Hollows cannot) The dreadful Eyes of Death spread disaster
across neighboring worlds. Phantoms lured
to the h..."
Eyes of Death,Eye of Death,ORG,"Online play item.
Lure phantoms from other worlds.
(Only Covenanter can use the item while Hollows cannot) The dreadful Eyes of Death spread disaster
across neighboring worlds. Phantoms lured
to the h..."
Blood-Drained,Souvenir of Reprisal,ORG,"Blood-Drained, shrunken ear.
Souvenir taken for subduing the guilty. The knights called the Blades of the Darkmoon
punish the guilt-soaked offenders of the Gods
and take this as proof of their conques..."
the Blades of the Darkmoon,Souvenir of Reprisal,WORK_OF_ART,"Blood-Drained, shrunken ear.
Souvenir taken for subduing the guilty. The knights called the Blades of the Darkmoon
punish the guilt-soaked offenders of the Gods
and take this as proof of their conques..."
