name,url,type,description
Steel Helm,http://darksouls.wikidot.com/steel-helm,Head,"Helm of the Knights of Berenike, known for
their heavy armaments and armor. Countless Knights of Berenike, once
extolled as the mightiest of mighty, became
Undead and ventured to Lordran. But their
journey was for naught, as they went Hollow,
and became a threat to all Undead."
Stone Helm,http://darksouls.wikidot.com/stone-helm,Head,"Moss-covered helm of the Stone Knight,
defender of the Darkroot Garden. The Stone Knight is a product of ancient
magic, and although this helm is also imbued
with magic, it is incredibly heavy."
Sunlight Maggot,http://darksouls.wikidot.com/sunlight-maggot,Head,"A loathsome parasite that inhabits Lost
Izalith. It is completely immobile, yet still
lives. When worn on the head, it emanates
blinding light, which is why it is known
as a Sunlight Maggot."
Symbol of Avarice,http://darksouls.wikidot.com/symbol-of-avarice,Head,"Monster head resembling a treasure chest.
Once an ancient god, it is said this is the
symbol of shame imposed on a long lost clan,
exiled for the sin of avarice. Wearing this slightly raises soul absorption
and item discovery, but also affects its
wearer with the curse of the branded."
Tattered Cloth Hood,http://darksouls.wikidot.com/tattered-cloth-hood,Head,"Hood worn by pyromancers of the Great Swamp.
Though it appears tattered, it is actually
quite strong. Their attire offers substantial protection
against poison, fire, and other forces of
nature out in the hinterlands where they
were driven."
Thief Mask,http://darksouls.wikidot.com/thief-mask,Head,"Mask of sinners. They hide their faces,
stifle their voices and hide in the shadows.
It does not provide much in the way of
defense."
Wanderer Hood,http://darksouls.wikidot.com/wanderer-hood,Head,"Hood of an aimless traveler. Made from sturdy
leather, it offers protection versus wind
and rain."
Witch Hat,http://darksouls.wikidot.com/witch-hat,Head,"Hat of the rogue witch Beatrice. Almost all magic users that employ a wand
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of her ordeal."
Xanthous Crown,http://darksouls.wikidot.com/xanthous-crown,Head,"A mysterious item once worn by the Xanthous
King Jeremiah, the legendary exile. No one
knows where it came from. The crown bears high-quality cloth which is
quite soft to the touch, but its bright
yellow color stings the eyes, and it is
clearly far too big."
Antiquated Dress,http://darksouls.wikidot.com/antiquated-dress,Chest,"A dress from the ancient fallen
land of Oolacile. Its ivory-colored
silk features elaborate embroidery
and is imbued with ancient magic power. One cannot expect any physical
protection from this garment,
as it was not meant to be worn in battle."
Armor of Artorias,http://darksouls.wikidot.com/armor-of-artorias,Chest,"Armor of Artorias the Abysswalker,
one of Gwyn's four knights. The death of the armor's owner can be surmised from the corrosive Dark of the Abyss,
and the tattered azure-blue cape, once a symbol of pride and glory."
Armor of the Glorious,http://darksouls.wikidot.com/armor-of-the-glorious,Chest,"Strange armor from the ancient land of Zena,
birthplace of the curious dealer Domhnall. The many medals are believed to symbolize
glory."
Armor of the Sun,http://darksouls.wikidot.com/armor-of-the-sun,Chest,"Armor of Solaire of Astora, Knight of
Sunlight. The large holy symbol of the Sun,
while powerless, was painted by Solaire himself. Solaire's incredible prowess must have
come from rigorous training alone, for
his equipment exhibits no special traits."
Armor of Thorns,http://darksouls.wikidot.com/armor-of-thorns,Chest,"Armor of Kirk, knight of Thorns and notorious
member of the Darkwraiths. A dense patch of
thorns grows from its surface. It is a fitting item for the murderous Kirk,
for by simply wearing it and rolling, one can
damage enemies."
Balder Armor,http://darksouls.wikidot.com/balder-armor,Chest,"Armor worn by the knights of the ancient
kingdom of Balder. It is made from thick
iron plates. Balder was the homeland of the Knight
King Rendal, but it came to ruin after a
great many Undead were spawned."
Black Cleric Robe,http://darksouls.wikidot.com/black-cleric-robe,Chest,"Robe worn by pardoners serving Velka,
the Goddess of Sin. The pardoners' attire is uniformly black in
color and said to be imbued with Velka's
mystical power, which provides resistance
against all manner of magic."
Black Iron Armor,http://darksouls.wikidot.com/black-iron-armor,Chest,"Armor of Black Iron Tarkus, a knight
known for his great strength. Built of a special black iron and
providing strong defense, notably
against fire, but so terrible heavy to be
unwieldy to all but Tarkus himself."
Black Knight Armor,http://darksouls.wikidot.com/black-knight-armor,Chest,"Armor of the Black Knight who haunt Lordran. The knights followed Lord Gwyn when he
departed to link the flame, but they
were burned to ashes in newly kindled
fire, wandering the world as disembodied
spirits ever after."
Black Leather Armor,http://darksouls.wikidot.com/black-leather-armor,Chest,"This armor made of smooth black leather is
extremely quiet, a good thing for those who
hide in the shadows. The leather itself is thick, offering a
decent level of protection."
Black Sorcerer Cloak,http://darksouls.wikidot.com/black-sorcerer-cloak,Chest,"Cloak worn by the secret sorcerers at
Vinheim Dragon School. They secretly work with sound-based spells,
and never reveal themselves."
Brass Armor,http://darksouls.wikidot.com/brass-armor,Chest,"Armor of the Darkmoon Knightess,
Fire Keeper of Anor Londo. After becoming Undead, she visited the Dark
Sun Gwyndolin at the Mausoleum of the Spiral
Depths, became a Blade of Darkmoon,
and assumed the flame-keeping duty. She
received this armor, which hides her hideous
form and helps her hunt the guilty."
Brigand Armor,http://darksouls.wikidot.com/brigand-armor,Chest,"Armor worn by the brigands who raid mountain
hamlets and attack travelers. The addition of metal over a base of cloth
and leather offers good mobility and defense."
Catarina Armor,http://darksouls.wikidot.com/catarina-armor,Chest,"Distinctively shaped armor worn by the
Knights of Catarina. Outside of Caterina, it is often ridiculed for
their onion-like shape, infuriating the proud
knights, but the masterfully forged curved
design makes it very effective for parrying."
Chain Armor,http://darksouls.wikidot.com/chain-armor,Chest,"Chainmail armor of thin interlinking rings of
steel. It is common throughout the human
world since it can be easily produced, is not
too heavy, and offers good defense. Knights may favor flashy armor, but for
warriors on the battlefield, anything is
fine as long as it keeps them alive."
Chester`s Long Coat,http://darksouls.wikidot.com/chester-s-long-coat,Chest,"Black leather long coat hat worn by Marvellous Chester,
a man of mystery lost in the past. This exquisitely sewn aristocratic suit allows its wearer
to move in silence, lending well to stealth."
Cleric Armor,http://darksouls.wikidot.com/cleric-armor,Chest,"Armor worn by the warrior clerics of the
Way of White, who are famous for being
unyielding in battle. It is rather substantial in size and weight, making
its wearer look even bigger than
he actually is."
Crimson Robe,http://darksouls.wikidot.com/crimson-robe,Chest,"Robe of the sorcerers who flooded
New Londo to seal away the Dark wraiths,
and the Four Kings who descended into Dark. The Sealers were once known as healers,
and the bright crimson was a symbol of that."
Crystalline Armor,http://darksouls.wikidot.com/crystalline-armor,Chest,"Armor worn by a Hollowed knight, who was
partially crystallized. The crystal provides powerful defense, but
it cannot be used for long because it is
easily broken and cannot be repaired."
Dark Armor,http://darksouls.wikidot.com/dark-armor,Chest,"Armor of the Darkwraiths, former knights of
New Londo who descended into Dark. Their armor transformed, and remains a
symbol of the Dark servants and their
diabolical art of Lifedrain."
Dingy Robe,http://darksouls.wikidot.com/dingy-robe,Chest,"Worn by the Fire Keeper at Firelink Shrine. It is thought to have once been the white
robe of a maiden, but smoke and ashes
from bonfires darkened it over the
years."
Eastern Armor,http://darksouls.wikidot.com/eastern-armor,Chest,"A distinctive armor made in an Eastern land. Exquisitely crafted, this armor offers
excellent defense, particularly versus slash
attacks, which are one of the main threats in
battles in the East."
Elite Cleric Armor,http://darksouls.wikidot.com/elite-cleric-armor,Chest,"Armor worn by the warrior clerics of the
Way of White, who are famous for being
unyielding in battle. Among such armors, those that were black
belonged to warrior clerics sent on missions,
many of whom were high-level priests."
Elite Knight Armor,http://darksouls.wikidot.com/elite-knight-armor,Chest,"Armor of a nameless knight, perhaps an elite
knight of Astora, based on the fire-warding
heraldic symbol on its blue surcoat. Although he was loath to give up on his
Undead mission, he perished at the Undead
Asylum, and went Hollow."
Embraced Armor of Favor,http://darksouls.wikidot.com/embraced-armor-of-favor,Chest,"Armor of Lautrec the Embraced,
representing the goddess Fina's love. The goddess's arms wrap around it, as if to
embrace the wearer."
Giant Armor,http://darksouls.wikidot.com/giant-armor,Chest,"Armor of the giant sentinels of Anor Londo. Made from ancient brass, it also offers
protection versus non-physical attacks, but
due to its giant size, it is extremely heavy
for humans, and impedes stamina recovery1."
Gold-Hemmed Black Cloak,http://darksouls.wikidot.com/gold-hemmed-black-cloak,Chest,"Worn by the witch Quelana of Izalith, mother
of pyromancy and Daughter of Chaos. She wore this gold-hemmed black cloak
before even the Age of Fire, and it offers
strong resistance versus fire, poison, and
other perils."
Golem Armor,http://darksouls.wikidot.com/golem-armor,Chest,"Body of the Iron Golem, guardian of the
ancient Sen's Fortress, slayer of heroes who
ventured forth to Anor Londo. Without its core, it is a mere hunk of iron,
and can be equipped as solid protective gear,
but its immense weight hinders stamina
recovery."
Gough`s Armor,http://darksouls.wikidot.com/gough-s-armor,Chest,"Armor of Hawkeye Gough,
one of Gwyn's Four Knights. Armor donned by Gough since his days as a dragonslayer.
The medallion, bequeathed by the Lord Himself,
and the dragon bone pauldrons are symbols of the highest honors."
Guardian Armor,http://darksouls.wikidot.com/guardian-armor,Chest,"Armor of the stone knights,
guardians of the forest sanctuary. The stone knights are golems animated by magic,
and their enchanted armor is oppressively heavy."
Hard Leather Armor,http://darksouls.wikidot.com/hard-leather-armor,Chest,"Armor made of thick leather. Very common
type of protective gear, it provides
a sound level of defense."
Havel`s Armor,http://darksouls.wikidot.com/havel-s-armor,Chest,"Armor worn by Havel the Rock's warriors.
Carved from solid rock, its tremendous weight
is matched only by the defense it provides. Havel's warriors never flinched nor retreated
from battle. Those unfortunate enough to face
them were inevitably beaten to a pulp."
Hollow Soldier Armor,http://darksouls.wikidot.com/hollow-soldier-armor,Chest,"Armor worn by Hollow soldiers. It may be
old and battered, but its iron construction
makes it quite sturdy."
Hollow Thief`s Leather Armor,http://darksouls.wikidot.com/hollow-thief-s-leather-armor,Chest,"Leather armor worn by Hollow thieves. It
stifles noise and helps its wear hide
in the shadows."
Hollow Warrior Armor,http://darksouls.wikidot.com/hollow-warrior-armor,Chest,"Armor worn by Hollow warriors. It is made of
thick leather that is tattered with age."
Holy Robe,http://darksouls.wikidot.com/holy-robe,Chest,"Robe donned by the men of the cloth. Though plain
to the eye, its hardy fabric repels rain and
keeps the body warm. Those dissatisfied with church teachings
must test their faith by going on a spiritual
journey. Such is the ritual of self-purification
of the Way of the White."
Knight Armor,http://darksouls.wikidot.com/knight-armor,Chest,"Armor of a lower-rank knight. Despite the
thin metal used, the grooved texture gives
it added protection."
Leather Armor,http://darksouls.wikidot.com/leather-armor,Chest,"Armor made of soft leather.
Very common type of protective gear."
Lord`s Blade Robe,http://darksouls.wikidot.com/lord-s-blade-robe,Chest,"Robe of the Lord's Blade Ciaran,
one of Gwyn's Four Knights. A robe common to all of the Lord's Blades,
These deadly women shift nimbly between layers of darkness,
etching streaks of gold into the night air, and planting visions of
terror into the minds of their targets."
Maiden Robe,http://darksouls.wikidot.com/maiden-robe,Chest,"White robe worn by traveling maidens. It is
part of their formal attire, regardless of
rank. It is soft and well-made, but does not offer
much in the way of defense, making it ill-
suited to use in battle."
Mage Smith Coat,http://darksouls.wikidot.com/mage-smith-coat,Chest,"Coat worn by proper mage smiths who
studied at Vinheim Dragon School. Mage smiths learn their craft alongside
sorcerers, but apply their sorcery to
forging weapons with magic embers."
Moonlight Robe,http://darksouls.wikidot.com/moonlight-robe,Chest,"Robe of the Dark Sun Gwyndolin, protector
of the forsaken city of Anor Londo. The power of the moon was strong in
Gwyndolin, and thus he was raised as a
daughter. His magic garb is silk-thin
and hardly provides any physical defense."
Ornstein`s Armor,http://darksouls.wikidot.com/ornstein-s-armor,Chest,"Armor of the dragonslayer Ornstein, who
guards the cathedral in the forsaken city of
Anor Londo. Ornstein is believed to be the captain of the
Four Knights. His golden lion armor is imbued
with the power of lightning and should
provide good protection against it."
Painting Guardian Robe,http://darksouls.wikidot.com/painting-guardian-robe,Chest,"Robe worn by the alabaster-clothed guardians
of the paintings in Anor Londo. Offer
substantial protection versus magic. They have guarded the Great Painting of
Ariamis for ages, passing their duty down
through generations, but the reason for
doing so passed from all memory long ago."
Paladin Armor,http://darksouls.wikidot.com/paladin-armor,Chest,"Armor of Leeroy, Paladin of the Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lordran,
Land of the Gods, in the first Undead
mission of the Way of White."
Robe of the Channelers,http://darksouls.wikidot.com/robe-of-the-channelers,Chest,"Robe of the Channelers, sorcerers that serve
Seath the Scaleless. Even after the onset of
Seath's madness, the ""snatchers"" as they
were often called, ventured to far lands to
find suitable human specimens. The heaviest of protective gear for
sorcerers, and imbued with magic."
Robe of the Great Lord,http://darksouls.wikidot.com/robe-of-the-great-lord,Chest,"Robe of Gwyn, Lord of Cinder, who linked
the First Flame. Lord Gwyn, bearer of the ultimate soul,
divided that power among his clan before
linking the flame. When he departed, he
left only with his greatsword, his garb,
and the crown, now bereft of power."
Sage Robe,http://darksouls.wikidot.com/sage-robe,Chest,"Robe worn by Big Hat Logan. It is said to
have been from his apprentice days at Dragon
School, but it is so worn out, no one knows
what it originally looked like. Logan, who cared little for his appearance,
no doubt ever bothered to change out of it."
Shadow Garb,http://darksouls.wikidot.com/shadow-garb,Chest,"Black cloth garb worn by spooks from an
Eastern land. Designed so as not to hinder
their unique form of martial arts. White it sacrifices defense for the sake of
greater mobility, it does offer resistance
to bleeding and poison among other things,
perhaps due to the nature of espionage."
Silver Knight Armor,http://darksouls.wikidot.com/silver-knight-armor,Chest,"Armor of the Silver Knights who protect Anor
Londo. When Lord Gwyn departed to link the Fire,
his knights split into two groups. The Silver
Knights remained in the forsaken capital in
the service of their goddess."
Smough`s Armor,http://darksouls.wikidot.com/smough-s-armor,Chest,"Armor of Smough, the Executioner, protector
of the cathedral at the forsaken city of Anor
Londo. It offers extremely high defense
and can be worn by humans, but not
without great difficulty."
Sorcerer Cloak,http://darksouls.wikidot.com/sorcerer-cloak,Chest,"Cloak worn by proper sorcerers who
studied at Vinheim Dragon School. The majority take pride in having studied at
the academy and look down on breaking the
formal dress code established for sorcerers."
Steel Armor,http://darksouls.wikidot.com/steel-armor,Chest,"Armor of the Knights of Berenike, known for
their heavy armaments and armor. Countless Knights of Berenike, once
extolled as the mightiest of mighty, became
Undead and ventured to Lordran. But their
journey was for naught, as they went Hollow,
and became a threat to all Undead."
Stone Armor,http://darksouls.wikidot.com/stone-armor,Chest,"Moss-covered armor of the Stone Knight,
defender of the Darkroot Garden. The Stone Knight is a product of ancient
magic, and although this armor is also imbued
with magic, it is incredibly heavy."
Tattered Cloth Robe,http://darksouls.wikidot.com/tattered-cloth-robe,Chest,"Robe worn by pyromancers of the Great Swamp.
Though it appears tattered, it is actually
quite strong. Their attire offers substantial protection
against poison, fire, and other forces of
nature out in the hinterlands where they
were driven."
Wanderer Coat,http://darksouls.wikidot.com/wanderer-coat,Chest,"Coat of an aimless traveler. Made from sturdy
leather and quilting. Battle comes with the territory when one
wanders the land, and this coat provides a
certain degree of protection."
Witch Cloak,http://darksouls.wikidot.com/witch-cloak,Chest,"Cloak of the rogue witch Beatrice. Almost all magic users that employ catalysts
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of her ordeal."
Xanthous Overcoat,http://darksouls.wikidot.com/xanthous-overcoat,Chest,"A mysterious item once worn by the Xanthous
King Jeremiah, the legendary exile. No one
knows where it came from. It may be tattered, but its bright yellow
color still stings the eyes."
Antiquated Gloves,http://darksouls.wikidot.com/antiquated-gloves,Hands,"Gloves from the ancient fallen
land of Oolacile. Their ivory-colored
silk features elaborate embroidery
and are imbued with ancient magic power. One cannot expect any physical
protection from these, as they
were not meant to be worn in battle."
Balder Gauntlets,http://darksouls.wikidot.com/balder-gauntlets,Hands,"Gauntlets worn by the knights of the ancient
kingdom of Balder. It is made from thick
iron plates. Balder was the homeland of the Knight
King Rendal, but it came to ruin after a
great many Undead were spawned."
Black Iron Gauntlets,http://darksouls.wikidot.com/black-iron-gauntlets,Hands,"Gauntlets of Black Iron Tarkus, a knight
known for his great strength. Built of a special black iron and
providing strong defense, notably
against fire, but so terrible heavy to be
unwieldy to all but Tarkus himself."
Black Knight Gauntlets,http://darksouls.wikidot.com/black-knight-gauntlets,Hands,"Gauntlets of the Black Knights who haunt
Lordran. The knights pursued Lord Gwyn when he
departed to link the flame, but they
were burned to ashes in newly kindled
fire, wandering the world as disembodied
spirits ever after."
Black Leather Gloves,http://darksouls.wikidot.com/black-leather-gloves,Hands,"These gloves made of smooth black leather are
extremely quiet, a good thing for those who hide in
the shadows. The leather itself is thick, offering a
decent level of protection."
Black Manchette,http://darksouls.wikidot.com/black-manchette,Hands,"Manchette worn by pardoners serving Velka,
the Goddess of Sin. The pardoners' attire is uniformly black in
color and said to be imbued with Velka's
mystical power, which provides resistance
against all manner of magic."
Black Sorcerer Gauntlets,http://darksouls.wikidot.com/black-sorcerer-gauntlets,Hands,"Gauntlets worn by the secret sorcerers at
Vinheim Dragon School. They secretly work with sound-based spells,
and never reveal themselves."
Bracelet of the Great Lord,http://darksouls.wikidot.com/bracelet-of-the-great-lord,Hands,"Bracelet of Gwyn, Lord of Cinder, who linked
the First Flame. Lord Gwyn, bearer of the ultimate soul,
divided that power among his clan before
linking the flame. When he departed, he
left only with his greatsword, his garb,
and the crown, now bereft of power."
Brass Gauntlets,http://darksouls.wikidot.com/brass-gauntlets,Hands,"Gauntlets of the Darkmoon Knightess,
Fire Keeper of Anor Londo. After becoming Undead, she visited the Dark
Sun Gwyndolin at the Mausoleum of the Spiral
Depths, became a Blade of Darkmoon,
and assumed the flame-keeping duty. She
received these gauntlets, which hide her
hideous form and help her hunt the guilty."
Brigand Gauntlets,http://darksouls.wikidot.com/brigand-gauntlets,Hands,"Gauntlets worn by the brigands who raid
mountain hamlets and attack travelers. The addition of metal over a base of cloth
and leather offers good mobility and defense."
Catarina Gauntlets,http://darksouls.wikidot.com/catarina-gauntlets,Hands,"Distinctively shaped gauntlets worn by the
Knights of Catarina. Outside of Caterina, they are often ridiculed
for their onion-like shape, infuriating the
proud knights, but the masterfully forged
curved design makes it very effective for
parrying."
Chester`s Gloves,http://darksouls.wikidot.com/chester-s-gloves,Hands,"Leather gloves worn by Marvellous Chester,
a man of mystery lost in the past. These gloves have no distinguishing features,
but are of extremely high quality."
Cleric Gauntlets,http://darksouls.wikidot.com/cleric-gauntlets,Hands,"Gauntlets worn by the warrior clerics of the
Way of White, who are famous for being
unyielding in battle. They are rather substantial in size and
weight, making their wearer look even bigger
than he actually is."
Crimson Gloves,http://darksouls.wikidot.com/crimson-gloves,Hands,"Gloves of the sorcerers who flooded
New Londo to seal away the Dark wraiths,
and the Four Kings who descended into Dark. The Sealers were once known as healers, and
the bright crimson was a symbol of that."
Crystalline Gauntlets,http://darksouls.wikidot.com/crystalline-gauntlets,Hands,"Gauntlets worn by a Hollowed knight, who was
partially crystallized. The crystal provides strong defense, but
they cannot be used for long because they
are easily broken and cannot be repaired."
Dark Gauntlets,http://darksouls.wikidot.com/dark-gauntlets,Hands,"Gauntlets of the Darkwraiths, former knights
of New Londo who descended into Dark. Their gauntlets transformed, and remain
symbol of the Dark servants and their
diabolical art of Lifedrain."
Dingy Gloves,http://darksouls.wikidot.com/dingy-gloves,Hands,"Worn by the Fire Keeper at Firelink Shrine. They are thought to have once been the white
gloves of a maiden, but smoke and ashes
from bonfires darkened them over the
years."
Eastern Gauntlets,http://darksouls.wikidot.com/eastern-gauntlets,Hands,"Distinctive gauntlets made in an Eastern
land. Exquisitely crafted, these gauntlets offer
excellent defense, particularly versus slash
attacks, which are one of the main threats in
battles in the East."
Elite Cleric Gauntlets,http://darksouls.wikidot.com/elite-cleric-gauntlets,Hands,"Gauntlets worn by the warrior clerics of the
Way of White, who are famous for being
unyielding in battle. Among such gauntlets, those that were black
belonged to warrior clerics sent on missions,
many of whom were high-level priests."
Elite Knight Gauntlets,http://darksouls.wikidot.com/elite-knight-gauntlets,Hands,"Gauntlets of a nameless knight, perhaps an
elite knight of Astora. Although he was loath to give up on his
Undead mission, he perished at the Undead
Asylum, and went Hollow."
Gauntlets of Artorias,http://darksouls.wikidot.com/gauntlets-of-artorias,Hands,"Gauntlets of Artorias the Abysswalker,
one of Gwyn's four knights. The death of the their owner can be surmised from the corrosive Dark of the Abyss,
which has compromised their protective utility."
Gauntlets of Favor,http://darksouls.wikidot.com/gauntlets-of-favor,Hands,"Gauntlets of Lautrec the Embraced,
representing the goddess Fina's love. During his solitude, he forsook everything,
for he believed in the goddess's love for
him."
Gauntlets of the Channelers,http://darksouls.wikidot.com/gauntlets-of-the-channelers,Hands,"Gauntlets of the Channelers, sorcerers that
serve Seath the Scaleless. Even after the
onset of Seath's madness, the ""snatchers""
as they were often called, ventured to far
lands to find suitable human specimens. The heaviest of protective gear for
sorcerers, and imbued with magic."
Gauntlets of the Vanquisher,http://darksouls.wikidot.com/gauntlets-of-the-vanquisher,Hands,"Strange gauntlets from the ancient land of
Zena, birthplace of the curious dealer
Domhnall. They gold bracelets symbolize a vanquisher."
Gauntlets of Thorns,http://darksouls.wikidot.com/gauntlets-of-thorns,Hands,"Gauntlets of Kirk, knight of Thorns and
notorious member of the Darkwraiths. A dense
patch of thorns grows from their surface. They are a fitting item for the murderous
Kirk, for by simply wearing them and rolling,
one can damage enemies."
Giant Gauntlets,http://darksouls.wikidot.com/giant-gauntlets,Hands,"Gauntlets of the giant sentinels of Anor
Londo. Made from ancient brass, they also offer
protection versus non-physical attacks, but
due to their giant size, they are extremely
heavy for humans, and impede stamina
recovery."
Gold-Hemmed Black Gloves,http://darksouls.wikidot.com/gold-hemmed-black-gloves,Hands,"Worn by the witch Quelana of Izalith, mother
of pyromancy and Daughter of Chaos. She wore these gold lined black gloves
before even the Age of Fire, and they offer
strong resistance versus fire, poison, and
other perils."
Golem Gauntlets,http://darksouls.wikidot.com/golem-gauntlets,Hands,"Arms of the Iron Golem, guardian of the
ancient Sen's Fortress, slayer of heroes who
ventured forth to Anor Londo. Without its core, they are mere hunks of
iron, and can be equipped as solid protective
gear, but their immense weight hinders
stamina recovery."
Gough`s Gauntlets,http://darksouls.wikidot.com/gough-s-gauntlets,Hands,"Gauntlets of Hawkeye Gough,
one of Gwyn's Four Knights. Received as a decoration of honor.
Crafted of similar material to the gauntlets worn by the Silver Knights."
Guardian Gauntlets,http://darksouls.wikidot.com/guardian-gauntlets,Hands,"Gauntlets of the stone knights,
guardians of the forest sanctuary. The stone knights are golems animated by magic,
and their enchanted gauntlets are oppressively heavy."
Hard Leather Gauntlets,http://darksouls.wikidot.com/hard-leather-gauntlets,Hands,"Gauntlets made of thick leather. Very
common type of protective gear, they
provide a sound level of defense."
Havel`s Gauntlets,http://darksouls.wikidot.com/havel-s-gauntlets,Hands,"Gauntlets worn by Havel the Rock's warriors.
Carved from solid rock, their
tremendous weight is matched only by the
defense it provides. Havel's warriors never flinched nor retreated
from battle. Those unfortunate enough to face
them were inevitably beaten to a pulp."
Iron Bracelet,http://darksouls.wikidot.com/iron-bracelet,Hands,"Bracelets of Solaire of Astora, Knight of
Sunlight. Of high quality, but lacking any
particular powers. Solaire's incredible prowess must have
come from rigorous training alone, for
his equipment exhibits no special traits."
Knight Gauntlets,http://darksouls.wikidot.com/knight-gauntlets,Hands,"Gauntlets of a lower-rank knight. Despite the
thin metal used, the grooved texture gives
them added protection."
Leather Gauntlets,http://darksouls.wikidot.com/leather-gauntlets,Hands,"Gauntlets made of soft leather.
One of the more common kinds of protective gear."
Leather Gloves,http://darksouls.wikidot.com/leather-gloves,Hands,"Gloves made of soft leather.
Very common type of protective gear."
Lord`s Blade Gloves,http://darksouls.wikidot.com/lord-s-blade-gloves,Hands,"Gloves worn by the Lord's Blade Ciaran, one of Gwyn's four knights. Gloves common to all of the Lord's Blades.
These deadly women shift nimbly between layers of darkness,
etching streaks of gold into the night air,
and planting visions of terror into the minds of their targets."
Mage Smith Gauntlets,http://darksouls.wikidot.com/mage-smith-gauntlets,Hands,"Gauntlets worn by proper mage smiths who
studied at Vinheim Dragon School. Mage smiths learn their craft alongside
sorcerers, but apply their sorcery to
forging weapons with magic embers."
Maiden Gloves,http://darksouls.wikidot.com/maiden-gloves,Hands,"White gloves worn by traveling maidens. It is
part of their formal attire, regardless of
rank. It is soft and well-made, but does not offer
much in the way of defense, making it ill-
suited to use in battle."
Moonlight Gloves,http://darksouls.wikidot.com/moonlight-gloves,Hands,"Gloves of the Dark Sun Gwyndolin, protector
of the forsaken city of Anor Londo. The power of the moon was strong in
Gwyndolin, and thus he was raised as a
daughter. His magic garb is silk-thin,
and hardly provides any physical defense."
Ornstein`s Gauntlets,http://darksouls.wikidot.com/ornstein-s-gauntlets,Hands,"Gauntlets of the dragonslayer Ornstein, who
guards the cathedral in the forsaken city of
Anor Londo. Ornstein is believed to be the captain of the
Four Knights. His golden lion gauntlets are
imbued with the power of lightning and should
provide good protection against it."
Painting Guardian Gloves,http://darksouls.wikidot.com/painting-guardian-gloves,Hands,"Gloves worn by the alabaster-clothed guardians
of the paintings in Anor Londo. Offer
substantial protection versus magic. They have guarded the Great Painting of
Ariamis for ages, passing their duty down
through generations, but the reason for
doing so passed from all memory long ago."
Paladin Gauntlets,http://darksouls.wikidot.com/paladin-gauntlets,Hands,"Gauntlets of Leeroy, Paladin of the
Catacombs. Long ago, the Way of the White produced its
first Undead, a paladin in golden armor.
With the legendary treasures Grant and
Sanctus, Leeroy set out for Lordran,
Land of the Gods, in the first Undead
mission of the Way of White."
Shadow Gauntlets,http://darksouls.wikidot.com/shadow-gauntlets,Hands,"Black cloth gauntlets worn by spooks from an
Eastern land. Designed so as not to hinder
their unique form of martial arts. White they sacrifice defense for the sake of
greater mobility, they do offer resistance
to bleeding and poison among other things,
perhaps due to the nature of espionage."
Silver Knight Gauntlets,http://darksouls.wikidot.com/silver-knight-gauntlets,Hands,"Gauntlets of the Silver Knights who protect
Anor Londo. When Lord Gwyn departed to link the Fire,
his knights split into two groups. The Silver
Knights remained in the forsaken capital in
the service of their goddess."
Smough`s Gauntlets,http://darksouls.wikidot.com/smough-s-gauntlets,Hands,"Gauntlets of Smough, the Executioner, protector
of the cathedral at the forsaken city of Anor
Londo. It offers extremely high defense
and can be worn by humans, but not
without great difficulty."
Sorcerer Gauntlets,http://darksouls.wikidot.com/sorcerer-gauntlets,Hands,"Gauntlets worn by proper sorcerers who
studied at Vinheim Dragon School. The majority take pride in having studied at
the academy and look down on breaking the
formal dress code established for sorcerers."
Steel Gauntlets,http://darksouls.wikidot.com/steel-gauntlets,Hands,"Gauntlets of the Knights of Berenike, known
for their heavy armaments and armor Countless Knights of Berenike, once
extolled as the mightiest of mighty, became
Undead and ventured to Lordran. But their
journey was for naught, as they went Hollow,
and became a threat to all Undead."
Stone Gauntlets,http://darksouls.wikidot.com/stone-gauntlets,Hands,"Moss-covered gauntlets of the Stone Knight,
defender of the Darkroot Garden. The Stone Knight is a product of ancient
magic, and although these gauntlets are also imbued
with magic, they are incredibly heavy."
Tattered Cloth Manchette,http://darksouls.wikidot.com/tattered-cloth-manchette,Hands,"Manchette worn by pyromancers of the Great
Swamp. Though it appears tattered, it is
actually quite strong. Their attire offers substantial protection
against poison, fire, and other forces of
nature out in the hinterlands where they
were driven."
Traveling Gloves,http://darksouls.wikidot.com/traveling-gloves,Hands,"Thick, sturdy gloves made for travelers on
extended journeys."
Traveling Gloves,http://darksouls.wikidot.com/traveling-gloves-logan,Hands,"Gloves worn by Big Hat Logan. They are
indistinguisable from the ordinary kind
worn by travelers"
Wanderer Manchette,http://darksouls.wikidot.com/wanderer-manchette,Hands,"Manchette of an aimless traveler. Made from sturdy leather and protects the
hands."
Witch Gloves,http://darksouls.wikidot.com/witch-gloves,Hands,"Gloves of the rogue witch Beatrice. Almost all magic users that employ catalysts
studied at Dragon School, but Beatrice is
one of the few exceptions. She braved the
Abyss but did not live to tell of her ordeal."
