entity,character,entity_type,context
Gwyndolin,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Gwyndolin,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Gwyndolin,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Gwyndolin,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Gwyndolin,LADY OF THE DARKLING,PERSON,"Speak to her for the first time
Well, you are a rare visitor.
Welcome to the lost city of Anor Londo, chosen Undead.
If you seek Lord Gwyn's old keep,
exit here and head straight yonder.
If you are th..."
Gwyndolin,LADY OF THE DARKLING,PERSON,"Speak to her for the first time
Well, you are a rare visitor.
Welcome to the lost city of Anor Londo, chosen Undead.
If you seek Lord Gwyn's old keep,
exit here and head straight yonder.
If you are th..."
Gwyndolin,LADY OF THE DARKLING,PERSON,"Speak to her for the first time
Well, you are a rare visitor.
Welcome to the lost city of Anor Londo, chosen Undead.
If you seek Lord Gwyn's old keep,
exit here and head straight yonder.
If you are th..."
Gwyndolin,LADY OF THE DARKLING,PERSON,"Speak to her for the first time
Well, you are a rare visitor.
Welcome to the lost city of Anor Londo, chosen Undead.
If you seek Lord Gwyn's old keep,
exit here and head straight yonder.
If you are th..."
Gwyndolin,LADY OF THE DARKLING,PERSON,"Speak to her for the first time
Well, you are a rare visitor.
Welcome to the lost city of Anor Londo, chosen Undead.
If you seek Lord Gwyn's old keep,
exit here and head straight yonder.
If you are th..."
"the Blade of the Darkmoon
O Disciple of the Dark Sun",DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
"the Blade of the Darkmoon
O Disciple of the Dark Sun",DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Covenant,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Covenant,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,LOC,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Darkmoon,LADY OF THE DARKLING,LOC,"Speak to her for the first time
Well, you are a rare visitor.
Welcome to the lost city of Anor Londo, chosen Undead.
If you seek Lord Gwyn's old keep,
exit here and head straight yonder.
If you are th..."
Darkmoon,LADY OF THE DARKLING,LOC,"Speak to her for the first time
Well, you are a rare visitor.
Welcome to the lost city of Anor Londo, chosen Undead.
If you seek Lord Gwyn's old keep,
exit here and head straight yonder.
If you are th..."
Darkmoon,LADY OF THE DARKLING,LOC,"Speak to her for the first time
Well, you are a rare visitor.
Welcome to the lost city of Anor Londo, chosen Undead.
If you seek Lord Gwyn's old keep,
exit here and head straight yonder.
If you are th..."
Darkmoon,LADY OF THE DARKLING,LOC,"Speak to her for the first time
Well, you are a rare visitor.
Welcome to the lost city of Anor Londo, chosen Undead.
If you seek Lord Gwyn's old keep,
exit here and head straight yonder.
If you are th..."
Darkmoon,LADY OF THE DARKLING,LOC,"Speak to her for the first time
Well, you are a rare visitor.
Welcome to the lost city of Anor Londo, chosen Undead.
If you seek Lord Gwyn's old keep,
exit here and head straight yonder.
If you are th..."
Darkmoon,LADY OF THE DARKLING,LOC,"Speak to her for the first time
Well, you are a rare visitor.
Welcome to the lost city of Anor Londo, chosen Undead.
If you seek Lord Gwyn's old keep,
exit here and head straight yonder.
If you are th..."
a Blade,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
a Blade,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
a Blade,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
a Blade,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Hunteth,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Hunteth,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Hunteth,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Hunteth,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Lords,DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Lords,DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Lords,DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Lords,DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Lords,DOMHNALL OF ZENA,ORG,"Initial meeting
Initial meeting
Initial meeting
Aye, siwmae. And good day to you.
I'm Domhnall of Zena. I'm just, well, a peddler, of sorts.
I adore trinkets and oddities, so I trade for them.
Greetin..."
Lords,LAURENTIUS OF THE GREAT SWAMP,PRODUCT,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Lords,LAURENTIUS OF THE GREAT SWAMP,PRODUCT,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Lords,LAURENTIUS OF THE GREAT SWAMP,PRODUCT,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Lords,LAURENTIUS OF THE GREAT SWAMP,PRODUCT,"The Depths
The Depths
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must help me…
Entering his general vicinity
…You!
…Yes, you!
…Here, over here!
…Please…
…You must h..."
Lords,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
Lords,QUELANA OF IZALITH,ORG,"First time speaking to her
Hmm… A mere Undead, yet you can see me? Fascinating…
I am Quelana of Izalith.
I am not often revealed to walkers of flesh. You have a gift.
Are you, too, one who seeks my py..."
Exit,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Exit,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Exit,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Exit,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
the Blades of the Darkmoon,DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Blade,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Blade,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Blade,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Blade,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Blade,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Blade,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Blade,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Blade,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Blade,LORD'S BLADE CIARAN,PERSON,"First time speaking to her without Soul of Artorias in inventory
…Are you human?
…I forgive you.
I am here to pay respects to a dear friend.
Please, allow me a moment alone.
First time speaking to her..."
Blade,LORD'S BLADE CIARAN,PERSON,"First time speaking to her without Soul of Artorias in inventory
…Are you human?
…I forgive you.
I am here to pay respects to a dear friend.
Please, allow me a moment alone.
First time speaking to her..."
Godmother,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Godmother,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Godmother,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Godmother,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
the white fog gate,DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
the white fog gate,DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
the white fog gate,DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
the white fog gate,DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
the white fog gate,DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
the white fog gate,DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
non-Darkmoon,DARK SUN GWYNDOLIN,NORP,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
non-Darkmoon,DARK SUN GWYNDOLIN,NORP,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
non-Darkmoon,DARK SUN GWYNDOLIN,NORP,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Mark,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Mark,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Mark,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Mark,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Mark,INGWARD,PERSON,"Before the Lordvessel
Before the Lordvessel
First time speaking
Well, this is a surprise. I don't get many visitors, except for ghosts.
Do you have some business here?
My name is Ingward.
I'm an old m..."
Mark,INGWARD,PERSON,"Before the Lordvessel
Before the Lordvessel
First time speaking
Well, this is a surprise. I don't get many visitors, except for ghosts.
Do you have some business here?
My name is Ingward.
I'm an old m..."
"Gwynevere
Heretic",DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
"Gwynevere
Heretic",DARK SUN GWYNDOLIN,ORG,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
the Great Lord,DARK SUN GWYNDOLIN,EVENT,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
the Great Lord,DARK SUN GWYNDOLIN,EVENT,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
the Dark Sun,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
the Dark Sun,DARK SUN GWYNDOLIN,PERSON,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Dark,DARK SUN GWYNDOLIN,GPE,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Dark,DARK SUN GWYNDOLIN,GPE,"When you approach the fog door
Halt!
This is the tomb of the Great Lord Gwyn.
Tarnished, it shall not be, by the feet of men.
If thou art a true disciple of the Dark Sun, cast aside thine ire,
hear th..."
Dark,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Dark,DARKSTALKER KAATHE,PERSON,"First time speaking
Greetings Undead Warrior
I am the Primordial Serpent Darkstalker Kaathe
I can guide thee, and illuminate the truth.
Undead Warrior, conqueror of the Four Kings, is this not your wi..."
Dark,ELIZABETH,GPE,"First time speaking
Well, look at this one
From what far-away age hast thou come?
Thy Scent is very human, indeed.
…But, not intolerable…
Ah, Prince Dusk's saviour.
Thine aura is precisely as she desc..."
Dark,ELIZABETH,GPE,"First time speaking
Well, look at this one
From what far-away age hast thou come?
Thy Scent is very human, indeed.
…But, not intolerable…
Ah, Prince Dusk's saviour.
Thine aura is precisely as she desc..."
Dark,"GWYNEVERE, PRINCESS OF SUNLIGHT",ORG,"Entering her chamber
Thou hast journey'd far, and overcome much, chosen Undead.
Come hither, child…
Entering her chamber
Thou hast journey'd far, and overcome much, chosen Undead.
Come hither, child…
..."
Dark,"GWYNEVERE, PRINCESS OF SUNLIGHT",ORG,"Entering her chamber
Thou hast journey'd far, and overcome much, chosen Undead.
Come hither, child…
Entering her chamber
Thou hast journey'd far, and overcome much, chosen Undead.
Come hither, child…
..."
Dark,"GWYNEVERE, PRINCESS OF SUNLIGHT",ORG,"Entering her chamber
Thou hast journey'd far, and overcome much, chosen Undead.
Come hither, child…
Entering her chamber
Thou hast journey'd far, and overcome much, chosen Undead.
Come hither, child…
..."
Dark,"GWYNEVERE, PRINCESS OF SUNLIGHT",ORG,"Entering her chamber
Thou hast journey'd far, and overcome much, chosen Undead.
Come hither, child…
Entering her chamber
Thou hast journey'd far, and overcome much, chosen Undead.
Come hither, child…
..."
Dark,HAWKEYE GOUGH,ORG,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Dark,HAWKEYE GOUGH,ORG,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Dark,HAWKEYE GOUGH,ORG,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Dark,HAWKEYE GOUGH,ORG,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Dark,HAWKEYE GOUGH,ORG,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Dark,HAWKEYE GOUGH,ORG,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Dark,HAWKEYE GOUGH,ORG,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Dark,HAWKEYE GOUGH,ORG,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Dark,HAWKEYE GOUGH,ORG,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Dark,HAWKEYE GOUGH,ORG,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Dark,HAWKEYE GOUGH,ORG,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Dark,HAWKEYE GOUGH,ORG,"(First encounter)
Hm? A visitor, have we?
Thou must be the one who freed Artorias.
An old friend he was, and thanks to thee…
He left this world with honour intact.
…And here I am, retired and blind.
O..."
Dark,KINGSEEKER FRAMPT,ORG,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
Dark,KINGSEEKER FRAMPT,ORG,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
Dark,KINGSEEKER FRAMPT,ORG,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
Dark,KINGSEEKER FRAMPT,ORG,"After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the first Bell of Awakening, when you walk over the pool area
Hrng… Hrngg…
After ringing the firs..."
